cif,formula,energy,formation_energy,formation_energy_per_atom,uid
Zr4S4Br4_7_21841.vasp,Zr4S4Br4,-43.34885836,-22.591983626666668,-1.8826653022222224,21841
Zr4S2N3_164_21840.vasp,Zr4S2N3,-57.96749343,-31.06311668666666,-3.451457409629629,21840
Zr4S2N3F2_164_21839.vasp,Zr4S2N3F2,-59.37415682,-32.73288517666667,-2.9757168342424247,21839
Zr4S4Cl4_31_21842.vasp,Zr4S4Cl4,-46.17220247,-25.35515444916667,-2.112929537430556,21842
Zr4S4F4_31_21843.vasp,Zr4S4F4,-52.05528505,-31.79350572666667,-2.649458810555556,21843
Zr4S4I1Br3_6_21844.vasp,Zr4S4I1Br3,-44.30407756,-23.85301110916667,-1.987750925763889,21844
Zr4S4I4_7_21845.vasp,Zr4S4I4,-39.690871,-20.15722939666667,-1.679769116388889,21845
Zr4S6F2_8_21846.vasp,Zr4S6F2,-54.89865085,-31.83711896166667,-2.653093246805556,21846
Zr4Se4Br4_31_21847.vasp,Zr4Se4Br4,-38.92116705,-16.20947088666667,-1.3507892405555555,21847
Zr4Se4Cl4_31_21848.vasp,Zr4Se4Cl4,-41.74544766,-18.97357820916667,-1.581131517430556,21848
Ag1F1_187_51.vasp,Ag1F1,-0.48390001,0.4102895099999999,0.2051447549999999,51
Zr4Se4I4_7_21850.vasp,Zr4Se4I4,-35.27148298,-13.78301994666667,-1.1485849955555558,21850
Zr4Se4S2Cl4_12_21851.vasp,Zr4Se4S2Cl4,-51.08157962,-25.773062704166662,-1.840933050297619,21851
Zr4Sn4_59_21852.vasp,Zr4Sn4,-21.76402504,-3.679003091884056,-0.4598753864855069,21852
Ag2P12_31_346.vasp,Ag2P12,-41.65378205,-5.575395030000003,-0.3982425021428573,346
Ag2P2O4_26_347.vasp,Ag2P2O4,-27.49826533,-15.31954319,-1.91494289875,347
Ag2P2O6_1_349.vasp,Ag2P2O6,-40.40574514,-25.998979240000004,-2.5998979240000004,349
Ag2P2O6_162_348.vasp,Ag2P2O6,-38.73657743,-24.32981153,-2.432981153,348
Ag2P2S4_26_350.vasp,Ag2P2S4,-17.15775532,-4.361825769999999,-0.5452282212499999,350
Ag2P2S6_162_351.vasp,Ag2P2S6,-23.17567245,-7.843095435,-0.7843095435,351
Ag2P2Se4_26_352.vasp,Ag2P2Se4,-13.52822131,1.22252967,0.15281620875,352
Ag2P2Se6_162_353.vasp,Ag2P2Se6,-18.10026002,0.1645491399999983,0.0164549139999998,353
Ag2P30_2_354.vasp,Ag2P30,-119.9417942,-32.823052860000004,-1.025720401875,354
Ag2P4Br2O3_6_355.vasp,Ag2P4Br2O3,-30.87393577,-14.153642425,-1.286694765909091,355
Ag2P4Cl2O3_6_356.vasp,Ag2P4Cl2O3,-31.72662362,-14.976243631250004,-1.3614766937500002,356
Ag2P4O12_12_357.vasp,Ag2P4O12,-77.44251985,-50.68047219,-2.8155817883333336,357
Ag2P4S12_10_358.vasp,Ag2P4S12,-44.19692825,-15.58325836,-0.8657365755555555,358
Ag2P4S3Br2_6_359.vasp,Ag2P4S3Br2,-23.4981354,-6.3149364975,-0.5740851361363636,359
Ag2P4S3Cl2_6_360.vasp,Ag2P4S3Cl2,-24.35351878,-7.140233233750003,-0.6491121121590911,360
Ag2P4S3F2_6_361.vasp,Ag2P4S3F2,-25.82569219,-8.890040992500005,-0.8081855447727277,361
Ag2P4S3I2_6_362.vasp,Ag2P4S3I2,-22.42763963,-5.8560572925000045,-0.5323688447727277,362
Ag2P4Se3Br2_6_363.vasp,Ag2P4Se3Br2,-20.61880945,-1.9694944750000007,-0.1790449522727273,363
Ag2P4Se3Cl2_6_364.vasp,Ag2P4Se3Cl2,-21.47559266,-2.796191041250001,-0.2541991855681819,364
Ag2P4Se3F2_6_365.vasp,Ag2P4Se3F2,-23.02327467,-4.621507400000002,-0.4201370363636366,365
Ag2P4Se3I2_6_366.vasp,Ag2P4Se3I2,-19.57283744,-1.5351390300000034,-0.1395580936363639,366
Ag2Pb8Cl2O8_85_367.vasp,Ag2Pb8Cl2O8,-52.19740882,-33.54455431125,-1.6772277155625002,367
Ag2Pd1O2_47_368.vasp,Ag2Pd1O2,-6.68128072,-1.742508075,-0.348501615,368
Ag2Pd2I6O18_2_369.vasp,Ag2Pd2I6O18,-64.9761772,-43.43533161,-1.5512618432142855,369
Ag2Pt1C4O10_10_370.vasp,Ag2Pt1C4O10,-73.89633048,-16.680442310000004,-0.9812024888235296,370
Ac1Se3_191_1.vasp,Ac1Se3,-9.36158321,-2.9365310599999983,-0.7341327649999996,1
Ag1As1I2O2_1_2.vasp,Ag1As1I2O2,-10.02470672,-5.35729663,-0.8928827716666666,2
Ag1As1Se2Cl2_1_3.vasp,Ag1As1Se2Cl2,-7.70593124,-1.1108035212500005,-0.1851339202083333,3
Ag1Au1Br2_5_4.vasp,Ag1Au1Br2,1.07685908,1.356697525,0.33917438125,4
Ag1Au1Br4_1_5.vasp,Ag1Au1Br4,0.95755741,1.22183846,0.2036397433333333,5
Ag1Au1Cl2F3_1_6.vasp,Ag1Au1Cl2F3,-2.39493432,-2.47966688125,-0.3542381258928571,6
Ag1Au1F6_1_7.vasp,Ag1Au1F6,-5.25215839,-5.74607785,-0.71825973125,7
Ag1Au1I1Br1O2_1_8.vasp,Ag1Au1I1Br1O2,-3.90878851,-1.7067145875,-0.28445243125,8
Ag1Au1I4_1_9.vasp,Ag1Au1I4,3.66558564,2.70663356,0.4511055933333334,9
Ag1Au1S1Br2_1_10.vasp,Ag1Au1S1Br2,-1.38575305,0.1624091275000001,0.0324818255,10
Ag1Au1S2_25_12.vasp,Ag1Au1S2,-2.37880588,0.4532374250000002,0.11330935625,12
Ag1Au1S2I1Br1_1_11.vasp,Ag1Au1S2I1Br1,-3.49570019,-0.9850225625000002,-0.1641704270833333,11
Ag1Au1Se1S1I2_1_13.vasp,Ag1Au1Se1S1I2,-0.96869904,1.7248756625,0.2874792770833333,13
Ag1Au1Se2_25_14.vasp,Ag1Au1Se2,-1.67158165,2.13787237,0.5344680925,14
Ag1Au2Se2Br2_1_15.vasp,Ag1Au2Se2Br2,-1.26507562,1.798474775,0.2569249678571428,15
Ag1Au2Se3Br1_1_16.vasp,Ag1Au2Se3Br1,-2.56290977,2.2654484125000005,0.3236354875000001,16
Ag1B6C6S2F4_6_17.vasp,Ag1B6C6S2F4,-86.7739648,5.341994804999999,0.2811576213157894,17
Ag1B6H4N6O2_6_18.vasp,Ag1B6H4N6O2,-99.23940935,-44.60101257,-2.3474217142105265,18
Ag1B6H4S2N6_6_19.vasp,Ag1B6H4S2N6,-91.95627639,-37.009275905,-1.9478566265789472,19
Ag1B6S2N6F4_6_20.vasp,Ag1B6S2N6F4,-93.46320431,-45.008102665,-2.3688475086842105,20
Ag1Bi1As2S6_143_21.vasp,Ag1Bi1As2S6,-22.99412481,-9.946469984999997,-0.9946469984999996,21
Ag1Bi1As2Se6_143_22.vasp,Ag1Bi1As2Se6,-18.66954755,-2.689660579999998,-0.2689660579999998,22
Ag1Bi1P2S6_143_23.vasp,Ag1Bi1P2S6,-26.81910734,-12.181898474999995,-1.2181898474999997,23
Ag1Bi1P2Se6_143_24.vasp,Ag1Bi1P2Se6,-21.42675377,-3.8573127599999992,-0.3857312759999999,24
Ag1Bi1Sb2S6_143_25.vasp,Ag1Bi1Sb2S6,-20.72735337,-9.653052535,-0.9653052534999998,25
Ag1Bi1Sb2Se6_143_26.vasp,Ag1Bi1Sb2Se6,-16.72400601,-2.717473029999999,-0.2717473029999999,26
Ag1Bi1Sb2Te6_143_27.vasp,Ag1Bi1Sb2Te6,-11.64289348,-0.9735517699999984,-0.0973551769999998,27
Ag1Bi1Te6As2_143_28.vasp,Ag1Bi1Te6As2,-13.49727764,-0.8545819399999992,-0.0854581939999999,28
Ag1Bi2_10_31.vasp,Ag1Bi2,-0.70870908,0.97778083,0.3259269433333333,31
Ag1Bi2F12_2_30.vasp,Ag1Bi2F12,-24.54511603,-24.43725672,-1.629150448,30
Ag1Br1_187_34.vasp,Ag1Br1,0.66301086,1.6809742325,0.8404871162499999,34
Ag1Br1O2_1_32.vasp,Ag1Br1O2,-5.69410987,-2.4481027375,-0.612025684375,32
Ag1Br1O4_81_33.vasp,Ag1Br1O4,-10.10433801,-4.6302871175,-0.7717145195833334,33
Ag1Br2_115_38.vasp,Ag1Br2,0.89453941,1.904724085,0.6349080283333333,38
Ag1Br2_164_36.vasp,Ag1Br2,0.62328063,1.633465305,0.544488435,36
Ag1Br2_187_37.vasp,Ag1Br2,0.88554409,1.895728765,0.6319095883333333,37
Ag1Br2F1_47_35.vasp,Ag1Br2F1,-0.21953974,0.6590923849999999,0.1647730962499999,35
Ag1C12S2F4_6_39.vasp,Ag1C12S2F4,-92.81146489,32.15856910500001,1.6925562686842113,39
Ag1C1N1O1_25_40.vasp,Ag1C1N1O1,-15.41485259,-0.2295891900000022,-0.0573972975000005,40
Ag1C2S2O6F6_2_41.vasp,Ag1C2S2O6F6,-60.29813458,-30.518619955,-1.7952129385294118,41
Ag1C4S8N4_81_42.vasp,Ag1C4S8N4,-71.70272872,-8.34839899,-0.4910822935294117,42
Ag1C6N4O2_5_43.vasp,Ag1C6N4O2,-76.81335593,-1.055263189999991,-0.0811740915384608,43
Ag1C6N6O2F4_6_44.vasp,Ag1C6N6O2F4,-101.19702731,-20.196454979999984,-1.0629713147368414,44
Ag1Cl1_187_47.vasp,Ag1Cl1,0.17780612,1.210812814375,0.6054064071875,47
Ag1Cl1O2_1_45.vasp,Ag1Cl1O2,-6.17608178,-2.915031325625,-0.72875783140625,45
Ag1Cl1O4_111_46.vasp,Ag1Cl1O4,-11.70576616,-6.216671945625,-1.0361119909375,46
Ag1Cl2_115_50.vasp,Ag1Cl2,0.22554873,1.26582004875,0.42194001625,50
Ag1Cl2_164_48.vasp,Ag1Cl2,-0.11359003,0.92668128875,0.3088937629166666,48
Ag1Cl2_187_49.vasp,Ag1Cl2,0.18924406,1.22951537875,0.4098384595833333,49
Ag1F2_115_54.vasp,Ag1F2,-1.84524354,-1.08260657,-0.3608688566666667,54
Ag1F2_164_52.vasp,Ag1F2,-1.76902297,-1.006386,-0.335462,52
Ag1F2_187_53.vasp,Ag1F2,-1.21234732,-0.4497103499999999,-0.1499034499999999,53
Ag1Ge1Cl2_6_55.vasp,Ag1Ge1Cl2,-4.21228999,-2.95675196125,-0.7391879903125,55
Ag1Ge1Cl6_1_56.vasp,Ag1Ge1Cl6,-7.53654647,-6.251949943750001,-0.7814937429687501,56
Ag1Ge1F6_2_57.vasp,Ag1Ge1F6,-16.16058005,-15.70888657,-1.96361082125,57
Ag1Ge1H6_2_58.vasp,Ag1Ge1H6,-18.12240471,-7.932862970000002,-0.9916078712500004,58
Ag1Ge1I1Br1O2_6_59.vasp,Ag1Ge1I1Br1O2,-12.1586645,-9.010977637500002,-1.5018296062500005,59
Ag1Ge1I2_6_60.vasp,Ag1Ge1I2,-1.89136229,-1.27752747,-0.3193818674999999,60
Ag1Ge1Pb1Se1S1Br1_1_61.vasp,Ag1Ge1Pb1Se1S1Br1,-9.69392522,-4.4760090550000005,-0.7460015091666667,61
Ag1Ge1S1I1_8_62.vasp,Ag1Ge1S1I1,-4.99515413,-2.7994085975000003,-0.6998521493750001,62
Ag1Ge1Se1Cl3_1_63.vasp,Ag1Ge1Se1Cl3,-7.51570039,-4.495868646875,-0.7493114411458333,63
Ag1Ge1Se2I1Br1_1_64.vasp,Ag1Ge1Se2I1Br1,-5.64705078,-1.2133494974999994,-0.2022249162499999,64
Ag1Ge1Te1Cl1_6_65.vasp,Ag1Ge1Te1Cl1,-4.43418489,-1.985080940625,-0.49627023515625,65
Ag1Ge2Se2_1_66.vasp,Ag1Ge2Se2,-9.15351109,-4.18317742,-0.836635484,66
Ag1Ge3Br8_1_67.vasp,Ag1Ge3Br8,-13.85519798,-12.24588536,-1.0204904466666669,67
Ag1H1Br2_1_68.vasp,Ag1H1Br2,-3.0116811,-0.5100742650000005,-0.1275185662500001,68
Ag1H2_123_72.vasp,Ag1H2,-4.12474636,-0.11615997,-0.03871999,72
Ag1H2_187_71.vasp,Ag1H2,-3.95246445,0.0561219399999997,0.0187073133333332,71
Ag1H2O2_164_69.vasp,Ag1H2O2,-14.68986315,-8.453233,-1.6906466000000002,69
Ag1H2S2_12_70.vasp,Ag1H2S2,-10.62537933,-4.080145475,-0.816029095,70
Ag1H4C12O2_6_73.vasp,Ag1H4C12O2,-105.18962691,25.963702219999973,1.3665106431578933,73
Ag1H4C12S2_6_74.vasp,Ag1H4C12S2,-100.13301346,31.32891937499997,1.648890493421051,74
Ag1H4C6N6O2_6_75.vasp,Ag1H4C6N6O2,-107.97260124,-20.48013007,-1.077901582631579,75
Ag1H4C6S2N6_6_76.vasp,Ag1H4C6S2N6,-103.05932371,-15.258248835000003,-0.8030657281578949,76
Ag1H4N12O2_6_77.vasp,Ag1H4N12O2,-91.5923553,-47.76074209,-2.5137232678947368,77
Ag1H4S2N12_6_78.vasp,Ag1H4S2N12,-88.54240575,-44.402188835,-2.3369573071052634,78
Ag1H6Pb1_8_79.vasp,Ag1H6Pb1,-14.38446329,-3.4508550000000007,-0.4313568750000001,79
Ag1Hg1Se4_1_80.vasp,Ag1Hg1Se4,-3.61309783,4.48206385,0.7470106416666668,80
Ag1Hg3_191_81.vasp,Ag1Hg3,9.96727721,11.11692903,2.7792322575000004,81
Ag1I1_156_82.vasp,Ag1I1,1.2009434,1.91309849,0.956549245,82
Ag1I2_115_85.vasp,Ag1I2,1.68065623,2.07922434,0.69307478,85
Ag1I2_164_83.vasp,Ag1I2,1.56450986,1.96307797,0.6543593233333334,83
Ag1I2_187_84.vasp,Ag1I2,1.77099678,2.16956489,0.7231882966666666,84
Ag1Mo1Br4_2_86.vasp,Ag1Mo1Br4,-4.86211411,-1.5924793100000008,-0.2654132183333335,86
Ag1N1O2_25_87.vasp,Ag1N1O2,-12.86286929,-6.724738565000001,-1.6811846412500002,87
Ag1N1O3_143_88.vasp,Ag1N1O3,-16.86762721,-9.615474605,-1.923094921,88
Ag1N2_10_89.vasp,Ag1N2,-11.13429876,-4.3398669000000005,-1.4466223000000002,89
Ag1O2_115_91.vasp,Ag1O2,-3.50457282,-0.2507869899999999,-0.0835956633333333,91
Ag1O2_47_92.vasp,Ag1O2,-3.58646907,-0.3326832400000001,-0.1108944133333333,92
Ag1O2F2_12_90.vasp,Ag1O2F2,-5.57173711,-2.58105638,-0.5162112759999999,90
Ag1Os1S2_6_95.vasp,Ag1Os1S2,-8.5947514,0.1306168737500002,0.0326542184375,95
Ag1Os1S2Br2_6_93.vasp,Ag1Os1S2Br2,-10.05777681,-1.34796593125,-0.2246609885416667,93
Ag1Os1S2I1Br1_1_94.vasp,Ag1Os1S2I1Br1,-9.38593532,-0.9819327237499992,-0.1636554539583331,94
Ag1P2_10_96.vasp,Ag1P2,-5.94966462,0.7472279299999993,0.2490759766666664,96
Ag1Pb1F6_2_97.vasp,Ag1Pb1F6,-11.34440875,-10.14864872,-1.26858109,97
Ag1Pb1I4_10_98.vasp,Ag1Pb1I4,-0.19502486,0.5357025499999999,0.0892837583333333,98
Ag1Pb1Se1I1_1_99.vasp,Ag1Pb1Se1I1,-2.34689144,1.081626,0.2704065,99
Ag1Pb1Se2_1_100.vasp,Ag1Pb1Se2,-4.00430731,1.4948262000000003,0.3737065500000001,100
Ag1Pd1Br1Cl5_1_101.vasp,Ag1Pd1Br1Cl5,-2.65611512,-0.9425838806250002,-0.117822985078125,101
Ag1Pd2S4_187_103.vasp,Ag1Pd2S4,-12.01837146,-4.600844969999999,-0.6572635671428569,103
Ag1Pt1Br6_1_104.vasp,Ag1Pt1Br6,-1.90306052,2.455576375,0.306947046875,104
Ag1Pt1F5_1_105.vasp,Ag1Pt1F5,-8.1494103,-4.401863969999999,-0.6288377099999999,105
Ag1Pt1Se2_1_106.vasp,Ag1Pt1Se2,-3.54828748,4.3710797800000005,1.092769945,106
Ag1Rh1S2I2_6_107.vasp,Ag1Rh1S2I2,-6.39120114,-3.334028905,-0.5556714841666667,107
Ag1Rh1Se1S1I1Br1_1_108.vasp,Ag1Rh1Se1S1I1Br1,-6.51116091,-2.6594750350000007,-0.4432458391666667,108
Ag1S1Br1Cl1_1_109.vasp,Ag1S1Br1Cl1,-2.12017338,0.1733783493749996,0.0433445873437499,109
Ag1S1I1Br1_1_110.vasp,Ag1S1I1Br1,-1.21346669,0.7592334350000001,0.18980835875,110
Ag1S2_115_112.vasp,Ag1S2,-3.25635008,0.3060394550000005,0.1020131516666668,112
Ag1S2_12_113.vasp,Ag1S2,-2.76891267,0.7934768650000001,0.2644922883333334,113
Ag1S2_187_114.vasp,Ag1S2,-3.20649007,0.3558994650000002,0.118633155,114
Ag1S2F2_12_111.vasp,Ag1S2F2,-6.43314732,-3.133862884999999,-0.6267725769999999,111
Ag1Sb1As2Se6_143_116.vasp,Ag1Sb1As2Se6,-19.25546531,-2.5518310349999997,-0.2551831034999999,116
Ag1Sb1H2C2N2F6_10_117.vasp,Ag1Sb1H2C2N2F6,-51.57055564,-21.206164425,-1.5147260303571428,117
Ag1Sb1P2S6_143_118.vasp,Ag1Sb1P2S6,-27.36009586,-11.99913969,-1.199913969,118
Ag1Sb1P2Se6_143_119.vasp,Ag1Sb1P2Se6,-22.00066084,-3.707472524999997,-0.3707472524999996,119
Ag1Sb1Te6As2_143_120.vasp,Ag1Sb1Te6As2,-14.20322029,-0.8367772850000001,-0.0836777285,120
Ag1Sb1Te6P2_143_121.vasp,Ag1Sb1Te6P2,-16.15887463,-1.2028775849999995,-0.1202877584999999,121
Ag1Sb2F12_2_122.vasp,Ag1Sb2F12,-31.96623996,-30.41088604,-2.0273924026666665,122
Ag1Sb3S6_143_123.vasp,Ag1Sb3S6,-21.29770628,-9.49965814,-0.949965814,123
Ag1Sb3Se6_143_124.vasp,Ag1Sb3Se6,-17.12326834,-2.3929880549999982,-0.2392988054999998,124
Ag1Sb3Te6_143_125.vasp,Ag1Sb3Te6,-12.33441909,-0.9413300749999998,-0.0941330074999999,125
Ag1Se1Br2_6_126.vasp,Ag1Se1Br2,-0.4421695,2.3250442650000003,0.5812610662500001,126
Ag1Se1Cl1_1_127.vasp,Ag1Se1Cl1,-1.14558897,1.6444468143750002,0.5481489381250001,127
Ag1Se1I2_1_128.vasp,Ag1Se1I2,-0.08197264,2.0736245600000003,0.5184061400000001,128
Ag1Se2_12_129.vasp,Ag1Se2,-2.39816581,2.14163444,0.7138781466666666,129
Ag1Se2_187_130.vasp,Ag1Se2,-2.00759357,2.53220668,0.8440688933333332,130
Ag1Sn1F6_2_131.vasp,Ag1Sn1F6,-14.47448284,-13.645474231304348,-1.7056842789130435,131
Ag1Sn1H6_2_132.vasp,Ag1Sn1H6,-16.02090075,-5.454043881304347,-0.6817554851630434,132
Ag1Sn1S1I2_1_133.vasp,Ag1Sn1S1I2,-3.62547429,-1.366000608804348,-0.2732001217608696,133
Ag1Sn1S2Br2_8_134.vasp,Ag1Sn1S2Br2,-6.62075893,-2.481344951304348,-0.413557491884058,134
Ag1Sn1S2I1Br1_1_135.vasp,Ag1Sn1S2I1Br1,-6.22912555,-2.3955198538043483,-0.3992533089673913,135
Ag1Sn1Se3Br1_1_136.vasp,Ag1Sn1Se3Br1,-7.09435294,-0.2127204588043474,-0.0354534098007245,136
Ag1Sn2S3I2_6_137.vasp,Ag1Sn2S3I2,-10.66205466,-5.273351675108696,-0.659168959388587,137
Ag1Te1Au1I1_6_138.vasp,Ag1Te1Au1I1,0.80644228,1.9890816850000004,0.4972704212500001,138
Ag1Te1Cl1_1_139.vasp,Ag1Te1Cl1,-0.95330504,1.280532199375,0.4268440664583333,139
Ag1Te1I1_1_140.vasp,Ag1Te1I1,0.1919386,2.1049242350000004,0.7016414116666668,140
Ag1Te1Pb1I1_1_141.vasp,Ag1Te1Pb1I1,-1.51471736,1.3576015350000004,0.3394003837500001,141
Ag1Te1S1_1_142.vasp,Ag1Te1S1,-2.15524071,1.3396556375,0.4465518791666666,142
Ag1Te1Se1_6_143.vasp,Ag1Te1Se1,-1.91420286,2.0693988450000003,0.6897996150000001,143
Ag1Te2_12_145.vasp,Ag1Te2,-1.16994651,2.25745665,0.75248555,145
Ag1Te2_164_146.vasp,Ag1Te2,-1.16056026,2.2668429,0.7556143,146
Ag1Te2_187_147.vasp,Ag1Te2,-0.81257379,2.61482937,0.8716097899999999,147
Ag1Te2Au1_25_144.vasp,Ag1Te2Au1,-0.71547104,1.98158589,0.4953964725,144
Ag1Te6Mo6_12_148.vasp,Ag1Te6Mo6,-29.77037879,-7.889608329999998,-0.6068929484615383,148
Ag1W1S2I2_1_150.vasp,Ag1W1S2I2,-10.43472417,-2.8916920810000004,-0.4819486801666667,150
Ag1W1Se1Br5_1_151.vasp,Ag1W1Se1Br5,-9.47926292,-2.1275687334999995,-0.2659460916874999,151
Ag1Xe2F4_21_152.vasp,Ag1Xe2F4,2.97895038,-0.9866562100000004,-0.1409508871428572,152
Ag2_164_494.vasp,Ag2,2.37281196,4.424296099999999,2.21214805,494
Ag2As2O4_26_153.vasp,Ag2As2O4,-23.543732,-12.9545639,-1.6193204875,153
Ag2As2O6_162_154.vasp,Ag2As2O6,-29.80853696,-16.991325100000005,-1.6991325100000003,154
Ag2As2O6_2_155.vasp,Ag2As2O6,-29.00819036,-16.1909785,-1.61909785,155
Ag2As2S4_26_156.vasp,Ag2As2S4,-15.34461201,-4.1382365,-0.5172795625,156
Ag2As2S6_2_157.vasp,Ag2As2S6,-19.32217553,-5.579152554999999,-0.5579152554999999,157
Ag2As2Se4_26_158.vasp,Ag2As2Se4,-12.1113824,1.04981454,0.1312268174999999,158
Ag2As2Se6_2_160.vasp,Ag2As2Se6,-15.2107147,1.4645404200000025,0.1464540420000002,160
Ag2As2Se6F12_10_159.vasp,Ag2As2Se6F12,-44.49029834,-29.39367382,-1.3360760827272726,159
Ag2As4Br2O3_6_161.vasp,Ag2As4Br2O3,-25.82858653,-12.287401265,-1.1170364786363636,161
Ag2As4Cl2O3_6_162.vasp,Ag2As4Cl2O3,-26.71054055,-13.139268641250002,-1.1944789673863638,162
Ag2As4O3F2_6_163.vasp,Ag2As4O3F2,-28.024228,-14.730590440000002,-1.3391445854545456,163
Ag2As4S12_10_164.vasp,Ag2As4S12,-39.09241702,-13.657855209999996,-0.7587697338888888,164
Ag2As4S3Br2_6_165.vasp,Ag2As4S3Br2,-19.78810188,-5.784011057499999,-0.5258191870454545,165
Ag2As4S3Cl2_6_166.vasp,Ag2As4S3Cl2,-20.65168991,-6.617512443750002,-0.6015920403409093,166
Ag2As4S3F2_6_167.vasp,Ag2As4S3F2,-22.11300165,-8.356458532500001,-0.759678048409091,167
Ag2As4S3I2_6_168.vasp,Ag2As4S3I2,-18.69323722,-5.3007629625,-0.4818875420454546,168
Ag2As4Se3Br2_6_169.vasp,Ag2As4Se3Br2,-17.29519214,-1.8249852450000008,-0.1659077495454546,169
Ag2As4Se3Cl2_6_170.vasp,Ag2As4Se3Cl2,-18.15575947,-2.6554659312499997,-0.2414059937499999,170
Ag2As4Se3F2_6_171.vasp,Ag2As4Se3F2,-19.6583046,-4.435645410000001,-0.4032404918181819,171
Ag2As4Se3I2_6_172.vasp,Ag2As4Se3I2,-16.23414967,-1.3755593400000006,-0.1250508490909091,172
Ag2Au2Cl8_13_173.vasp,Ag2Au2Cl8,-1.75451231,-1.105603635,-0.09213363625,173
Ag2Au2F8_2_174.vasp,Ag2Au2F8,-8.0385889,-8.50021762,-0.7083514683333334,174
Ag2Au2I8_1_175.vasp,Ag2Au2I8,6.08728962,4.16938546,0.3474487883333333,175
Ag2Au4S4_7_176.vasp,Ag2Au4S4,-5.01165427,-0.8082601199999999,-0.0808260119999999,176
Ag2B2Br2O2_31_177.vasp,Ag2B2Br2O2,-19.95895129,-6.324029805000002,-0.7905037256250003,177
Ag2B2F8_26_178.vasp,Ag2B2F8,-36.10346355,-25.73344883,-2.1444540691666667,178
Ag2B2I2O2_31_179.vasp,Ag2B2I2O2,-18.09834942,-5.075044500000002,-0.6343805625000003,179
Ag2B2O2F2_31_180.vasp,Ag2B2O2F2,-22.87631246,-9.488938680000002,-1.1861173350000005,180
Ag2B2S2Br2_31_181.vasp,Ag2B2S2Br2,-14.25025192,-0.3067267300000011,-0.0383408412500001,181
Ag2B2S2Cl2_31_182.vasp,Ag2B2S2Cl2,-12.95426561,1.0193462237499986,0.1274182779687498,182
Ag2B2S2I2_31_183.vasp,Ag2B2S2I2,-11.1035054,2.228403224999999,0.2785504031249999,183
Ag2B4Br2N2F4_2_184.vasp,Ag2B4Br2N2F4,-50.42279066,-24.402482365,-1.743034454642857,184
Ag2B4C2I2F4_2_185.vasp,Ag2B4C2I2F4,-48.10913718,-8.14682613,-0.5819161521428572,185
Ag2B4H4Br2N2_2_186.vasp,Ag2B4H4Br2N2,-50.24276711,-17.730559975000006,-1.2664685696428577,186
Ag2B4H4I2N2_1_187.vasp,Ag2B4H4I2N2,-49.06939844,-17.168807870000002,-1.2263434192857143,187
Ag2B4I2N2F4_2_188.vasp,Ag2B4I2N2F4,-49.49467801,-24.085986280000004,-1.7204275914285716,188
Ag2B4N2Cl2F4_2_189.vasp,Ag2B4N2Cl2F4,-51.16213443,-25.11173949125,-1.7936956779464288,189
Ag2B6H8I2N2_1_190.vasp,Ag2B6H8I2N2,-74.53200519,-27.294775,-1.36473875,190
Ag2Bi2O4_10_191.vasp,Ag2Bi2O4,-19.1193401,-11.9510206,-1.493877575,191
Ag2Bi2O4_11_192.vasp,Ag2Bi2O4,-20.36823612,-13.19991662,-1.6499895775,192
Ag2Bi2O4_51_193.vasp,Ag2Bi2O4,-19.16260646,-11.99428696,-1.49928587,193
Ag2Bi2P4S12_2_194.vasp,Ag2Bi2P4S12,-53.19555283,-23.921135099999997,-1.1960567549999996,194
Ag2Bi2S2Cl4_51_195.vasp,Ag2Bi2S2Cl4,-11.27952129,-6.0015833475,-0.6001583347499999,195
Ag2Bi2S4_26_196.vasp,Ag2Bi2S4,-11.86720647,-4.08167956,-0.5102099449999999,196
Ag2Bi2Se4_26_197.vasp,Ag2Bi2Se4,-8.92176571,0.8185826299999999,0.1023228287499999,197
Ag2Bi2Te4_26_198.vasp,Ag2Bi2Te4,-5.34087844,2.1746757200000006,0.2718344650000001,198
Ag2Br1Cl3_1_199.vasp,Ag2Br1Cl3,-0.23717731,1.828322005625,0.3047203342708333,199
Ag2Br2_129_202.vasp,Ag2Br2,0.73453899,2.770465735,0.6926164337499999,202
Ag2Br2_164_203.vasp,Ag2Br2,0.64033169,2.676258435,0.66906460875,203
Ag2Br2_67_205.vasp,Ag2Br2,0.85099726,2.886924005,0.72173100125,205
Ag2Br2N2_59_200.vasp,Ag2Br2N2,-5.60450199,2.200114544999999,0.3666857574999998,200
Ag2Br2O2_59_201.vasp,Ag2Br2O2,-4.37524871,-0.1112782050000005,-0.0185463675,201
Ag2Br4_14_207.vasp,Ag2Br4,1.11833678,3.13870613,0.5231176883333333,207
Ag2Br6_162_208.vasp,Ag2Br6,2.34563733,4.350449285,0.543806160625,208
Ag2Br6_191_209.vasp,Ag2Br6,3.23979097,5.244602925000001,0.6555753656250001,209
Ag2C2Br2O2_31_211.vasp,Ag2C2Br2O2,-23.79045268,0.7958269349999973,0.0994783668749996,211
Ag2C2Cl2O2_31_212.vasp,Ag2C2Cl2O2,-24.8395996,-0.2232333412500011,-0.0279041676562501,212
Ag2C2I2N4F4_2_213.vasp,Ag2C2I2N4F4,-36.87030576,-4.112517090000004,-0.293751220714286,213
Ag2C2I2O2_31_214.vasp,Ag2C2I2O2,-22.53293522,1.4417278299999978,0.1802159787499997,214
